id,chord_progression,release_date,genre,chord_length
607727,<intro_1> Dmin7 C <verse_1> Dmin7 C Dmin7 C Dmin7 Cadd13 Dmin7 Amin Asus4 <verse_2> Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin7 Emin7 Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin7 Emin7 Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin7 Emin7 Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin7 Emin7 Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin7 Emin7 Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin7 Emin7 Amin7 Dmin7 Emin7 Dmin7 F Emin7 Dmin <instrumental_1> Bb Gmin F C <verse_3> Dmin Bb Gmin F C Dmin Bb Gmin F C Dmin Bb Gmin F C Dmin Bb Gmin F <verse_4> C Dmin Bb F C Dmin Bb F C <verse_5> Dmin Bb Gmin F C Dmin Bb Gmin F C Dmin Bb Gmin F C Dmin Bb Gmin Dmin <verse_6> C Dmin Bb F C Dmin Bb F C <instrumental_2> Dno3d Bbno3d Gno3d Cno3d Dno3d Bbno3d Gno3d Ano3d <verse_7> Dmin Bb Gmin F C Dmin Bb Gmin F C Dmin Bb Gmin F C Dmin Bb Gmin Dmin <verse_8> Bb F C Dmin Bb F C <instrumental_3> Dno3d Bbno3d Gno3d Ano3d Bbno3d Cno3d Dno3d <verse_9> Dmin F C G Dmin F C G Dmin F C G Dmin F C G <instrumental_4> Ano3d Bbno3d Cno3d Dno3d <chorus_1> Dmin F C G Dmin F C G Dmin F C G Dmin F C G <instrumental_5> Eno3d Gno3d <solo_1> Eno3d Gno3d Eno3d Ano3d Gno3d Ano3d <instrumental_6> Eno3d Gno3d Ano3d Dmin F C G Dmin F C G Dmin F C G Dmin F C G <instrumental_7> Dno3d Bbno3d Gno3d Ano3d Bbno3d Cno3d Dno3d Dmin Bb F C Dmin Bb F C Dmin Bb F C Dmin Bb F C <chorus_2> Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G Dmin F C G <outro_1> Dmin,2010-04-16,metal,307
608024,<intro_1> A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B <interlude_1> A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B <interlude_2> A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B A E Csmin B <outro_1> A E Csmin B A E Csmin B,2020-11-11,rap,220
608197,<intro_1> Amin G Amin G Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D <verse_1> Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C E Amin C Amin C D Amin C Amin C D Amin C Amin C D E <chorus_1> C G F Amin C G D C G F Amin F G Amin <interlude_1> C Amin C D Amin C Amin C D <verse_2> Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C E Amin C Amin C D Amin C Amin C D Amin C Amin C D E <chorus_2> C G F Amin C G D C G F Amin F G Amin G C G F Amin C G D C G F Amin F G Amin <solo_1> C Amin C D Amin C Amin C D Amin C Amin C D Amin C E Amin C Amin C D Amin C Amin C D Amin C Amin C D E <chorus_3> C G F Amin C G D C G F Amin F G Amin G C G F Amin C G D C G F Amin F G Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D Amin C Amin C D,1981,metal,333
608795,<intro_1> Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb <verse_1> Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb <chorus_1> Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb <verse_2> Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb <chorus_2> Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb <verse_3> Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb <chorus_3> Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb Cmin Gmin Ab Fmin Bb,2008-05-30,rap,190
609065,<chorus_1> C <instrumental_1> Amin F C Amin D C Amin F C Amin D <chorus_2> C Amin F C Amin D C Amin F C Amin D <instrumental_2> C Amin F C Amin D C Amin F C Amin D <verse_1> C Amin F C Amin D C Amin F C Amin D <chorus_3> C Amin F C Amin D C Amin F C Amin D <instrumental_3> C Amin F C Amin D C Amin F C Amin D <verse_2> C Amin F C Amin D C Amin F C Amin D <verse_3> C Amin F C Amin D C Amin F C Amin D <chorus_4> C Amin F C Amin D C Amin F C Amin D <instrumental_4> C Amin F C Amin D C Amin F C Amin D <chorus_5> C Amin F C Amin D C Amin F C Amin D <instrumental_5> C Amin F C Amin D C Amin F C Amin D <verse_4> C Amin F C Amin D C Amin F C Amin D <chorus_6> C Amin F C Amin D C Amin F C Amin D <outro_1> C Amin F C Amin D C Amin F C Amin D C Amin F C Amin D C Amin F C Amin D C F C,2018-09-28,punk,211
610036,<verse_1> Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_1> C E7 Amin Emin Amin <verse_2> Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin C E7 Amin Emin Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_2> C E7 Amin Emin Amin <verse_3> Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_3> C E7 Amin Emin Amin <verse_4> Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_4> C E7 Amin Emin Amin <verse_5> Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_5> C E7 Amin Emin Amin <verse_6> Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_6> C E7 Amin Emin Amin <verse_7> Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dmin Amin B7 E7 Amin Fsdim B7 Emin A7 Dmin G7 C F Bb E7 Amin Dminadd13 E7 Amin <chorus_7> C E7 Amin Emin Amin,1989-01-01,rock,295
610144,<intro_1> G G G G <verse_1> G G G G G G G G G G G G D D D D D D D D D D D D D D D D D G G G G <verse_2> G G G G G G G G G G G G C C C C C C C C G G G G D D D D G G G G G G <chorus_1> C C C C G G G G D D D D G G G G G C C C C G G G G D D D D D D D D D D D D G G G G <verse_3> A A A A A A A A A A A A A A A A E E E E E E E E E E E E E E E E A A A A <verse_4> A A A A A A A A A A A A D D D D D D D D A A A A E E E E A A A A A <chorus_2> D D D D A A A A E E E E A A A A A D D D D A A A A E E E E E E E E E E E E A A A A A A A A A A A A A A A A E E E E E E E E E E E E E E E E A A A A,1970,rock,261
610842,<intro_1> E D A E D A E D A E D Csmin Bmin A <chorus_1> E A E A E A Csmin D E <interlude_1> A D E D A D E D <verse_1> A D E D A D E D A D E D A D E D A D E D A D E D A D E D A D E D <chorus_2> E A E A E A Csmin D E <interlude_2> A D E D A D E D <verse_2> A D E D A D E D A D E D A D E D A D E D A D E D A D E D A D E D <chorus_3> E A E A E A Csmin D E A D E D A D E D A D E D A D E D A D E D A D E D A D E D A D E D E A B A E A B A E A B A E A B A E A B A E A B A E A B A <outro_1> E A B A E A B A E A B A E A B A E A B A E,2008-01-01,pop_rock,211
611002,<intro_1> F G F G Emin F Emin F <verse_1> G F G Emin F Emin F G F G Emin F Emin F C G Dmin F C G Dmin F <chorus_1> C G Dmin F C G Dmin F C G Dmin F C G Dmin F <verse_2> G F G Emin F Emin F G F G Emin F Emin F C G Dmin F C G Dmin F <chorus_2> C G Dmin F C G Dmin F C G Dmin F C G Dmin F <bridge_1> C G Dmin F C G Dmin F G C G Dmin F C G Dmin F <chorus_3> C G Dmin F C G Dmin F C G Dmin F C G Dmin F <chorus_4> C G Dmin F C G Dmin F,2014-01-01,electronic,133
611608,<intro_1> D A Bmin D G D Gadd13 Gsdim G A D G D G <verse_1> D A7 G D Cno3d Csno3d D A7 G A7 D A7 G Aadd13 G D A D Cadd9 G D A7 G D A7 G A7 D A7 G D G D A7 D A7 <chorus_1> D A Bmin Bmin G D Gadd13 Gsdim D A A D G D A7 D G A7 D A Bmin Bmin G Gsdim D A A D G D A7 D G D G <verse_2> D A7 Gadd11 G D C G D A7 G A7 D A7 G D G D Asus4 D <bridge_1> G7 D G Aadd9 Bb <chorus_2> Eb Bb Cmin Cmin Ab Adim Eb Bb7 Bb Bb7 Eb Ab Eb Bb7 Eb Ab Bb7 Eb Bb Cmin Cmin Ab Adim Eb Bb7 Bb Bb7 Eb Ab Eb Bb7 Eb Ab Bb7 Eb <chorus_3> Bb Cmin Cmin Ab Adim Eb Bb7 Bb Bb7 Eb Ab Eb Bb7 Eb Ab Bb7 Eb Bb Cmin Cmin Ab Adim Eb Bb7 Bb Bb7 Eb Ab Eb Bb7 Eb Ab Bb7 Eb <chorus_4> Bb Cmin Cmin Ab Adim Eb Bb7 Bb Bb7 Eb Ab Eb Bb7 Eb Ab Bb7 Eb Bb Cmin Cmin Ab Adim Eb Bb7 Bb Bb7 Eb Ab Eb Bb7 Eb Ab Bb7 Eb,1994-06-22,pop,220
611930,<intro_1> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <verse_1> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <chorus_1> A Dmin Bbmaj7 Ebmaj7 <verse_2> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <chorus_2> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <verse_3> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <chorus_3> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <verse_4> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <chorus_4> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 <outro_1> A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7 A Dmin Bbmaj7 Ebmaj7,2012,rap,188
611935,<verse_1> Emin B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_2> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_3> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_4> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_5> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_6> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_7> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_8> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin <verse_9> B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin B7 Emin D Amin Bsus4 B Emin B7 Emin D Amin Bsus4 B G D Emin B Emin B7 C Amin B Emin C Emin B7 Emin,1988,rock,307
612837,<intro_1> Amin Amin F E7 Asus2 Amin C F E7 G13 E7 Amin <verse_1> F E7 Amin Amin F C G Amin G F7 G13 Asus2 Amin Amin F7 C G F G Gs Bb Gs Bb C Dmin C G F G Gs Bb Gs C Emin E7 <chorus_1> F G Amin F G Amin G Amin F G Amin F G Amin G Amin <verse_2> F E7 Amin Amin F C G Amin G F7 G13 Asus2 Amin Amin F7 C G F G Gs Bb Gs Bb C Dmin C G F G Gs Bb Gs C Emin E7 <chorus_2> F G Amin F G Amin G Amin F G Amin F G Amin7 G Amin <bridge_1> Bbmin <chorus_3> F G Amin F G Amin G Amin F G Amin F G Amin7 G Amin <chorus_4> F G Amin F G Amin G Amin F G Amin F G Amin7 G Amin,1997-09-23,soul,155
613288,<chorus_1> G D Emin Bmin C G D G D Emin Bmin C G D G <verse_1> D C G C G D G D C G C G D G Emin C D G C G D7 G Emin Bmin C G C G D7 G <chorus_2> D Emin Bmin C G D G D Emin Bmin C G D G <verse_2> D C G C G D G D C G C G D7 G Emin C D G C G D7 G Emin Bmin C G C G D7 G <chorus_3> D Emin Bmin C G D G D Emin Bmin C G D G <verse_3> D C G C G D G D C G C G D7 G Emin C D G C G D7 G Emin Bmin C G C G D7 G <solo_1> C G D G <verse_4> D C G C G D G D C G C G D7 G Emin C D G C G D7 G Emin Bmin C G C G D7 G <chorus_4> D Emin Bmin C G D G D Emin Bmin C G D G <outro_1> D C G C G D7 G Emin Bmin C G C G D7 G,1978-05-02,pop_rock,206
613501,<verse_1> Csmin A E Csmin B A B A E B Csmin B A <chorus_1> E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin A E B Csmin <verse_2> A E B A E B Csmin B A <chorus_2> E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin <bridge_1> A E B Csmin A E B Csmin A <chorus_3> E B Csmin B A E B Csmin B A E B Csmin B A E B Csmin <outro_1> A E B Csmin A E B Csmin,2015-10-29,electronic,124
613945,<intro_1> A C D <verse_1> A C D A C D A C D A C D Emin7 D C D Emin7 D C D <chorus_1> A D E C A D E C A D E C A D E C A C D <verse_2> A C D A C D A C D A C D Emin7 D C D Emin7 D C D Emin7 D C D Emin7 D C D <chorus_2> A D E C A D E C A D E C A D E C <bridge_1> A C D A C D A D E C A C D <verse_3> A C D A C D A C D A C D Emin7 D C D Emin7 D C D <chorus_3> A D E C A D E C A D E C A D E C <bridge_2> A D E C A D E C A D E C A D E C <outro_1> A D E C A D E C A D E C A D E C A D E C A D E C A D E C A D E C A,1986,jazz,194
615157,<intro_1> Emin D Amin7 Bmin Fmaj7 <verse_1> B Emin7 Bmin Amin7 B Emin7 Bmin Amin7 B Emin7 Bmin Amin7 B Emin7 Bmin Amin7 <chorus_1> Amin Bmin D Amin7 Amin Bmin Emin Amin7 Amin Bmin D Amin7 Amin Bmin Emin7 Bmin7 <instrumental_1> Amin7 Bmin G Amin7 Bmin7 Gmaj7 G Amin7 Bmin C Amin7 Bmin G Emin D Amin7 Bmin Fmaj7 <verse_2> B Emin7 Bmin Amin7 B Emin7 Bmin Amin7 B Emin7 Bmin Amin7 B Emin7 Bmin Amin7 <chorus_2> Amin Bmin D Amin7 Amin Bmin Emin Amin7 Amin Bmin D Amin7 Amin Bmin Emin7 Bmin7 <instrumental_2> Amin7 Bmin G Amin7 Bmin Gmaj7 G Amin7 Bmin C Amin7 Bmin G Emin D Amin7 Bmin Fmaj7 <chorus_3> Amin Bmin Emin D Amin Bmin Emin D Amin Bmin Emin D Amin Bmin Emin D <instrumental_3> Amin Bmin Emin D <outro_1> Amin Bmin Emin Bmin Amin Bmin Emin Bmin Amin Bmin Emin Bmin Amin Bmin Fmaj7,2010-02-15,electronic,150
615175,<intro_1> G A Bmin A G A Bmin <verse_1> A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin <chorus_1> A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin <verse_2> A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin <chorus_2> A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin A G A Bmin D G A Bmin D G A Bmin D G A Bmin D G A Bmin D G <interlude_1> A Bmin Bsus4 G D A D A D A Bmin Bsus4 G D A <outro_1> G A Bmin Dmaj7 G A Bmin Dmaj7 G A Bmin Dmaj7 G A Bmin A G A Bmin Dmaj7 G A Bmin Dmaj7 G A Bmin Dmaj7 G A Bmin A G A Bmin Dmaj7 G A Bmin Dmaj7 <verse_3> G A Bmin A G A Bmin A <chorus_3> G A Bmin A,2017-04-07,pop,229
616542,<intro_1> Bb Ab Eb Bb Abadd13 Abmin Eb Bb Ab Eb Bb Abadd13 Abmin Eb <verse_1> Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Cs Emaj9 B Cs Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Bmaj9 Dsmin7 Gsdim7 Gs7 B Cs <chorus_1> Eb Fmin7 Ebadd9 Fmin7 Ab Bbsus4 Bb Eb Fmin7 Ebadd9 Fmin7 Eb Ab Ab Bb Ab Eb Bb Abadd13 Abmin Eb <verse_2> Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Emaj9 B Cs Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Cs Bmaj9 Asmin7 Dsmin7 Bmaj9 Dsmin7 Gsdim7 Gs7 B Cs <chorus_2> Eb Fmin7 Ebadd9 Fmin7 Ab Bbsus4 Bb Eb Fmin7 Ebadd9 Fmin7 Eb Ab Ab Bb Ab Eb <bridge_1> Bbmin C7b9 Fmin11 Ab Bb Gdim7 Fmin7 Eb Ab Ab Gsmin9 Fs B B Cs <chorus_3> Eb Fmin7 Ebadd9 Fmin7 Ab Bbsus4 Bb Eb Fmin7 Ebadd9 Fmin7 Eb Ab <chorus_4> Eb Fmin7 Ebadd9 Fmin7 Ab Bbsus4 Bb Eb Fmin7 Ebadd9 Fmin7 Eb Ab Ab <outro_1> Bb Ab Eb Bb Abadd13 Abmin Cmaj9,1987-10,jazz,173
616559,<verse_1> A Bmin E D A A Dmaj7 E7 D E Fsmin7 Bmin7 A D <verse_2> A Bmin E D A A Dmaj7 E7 D E Fsmin7 Bmin7 A D A13 <chorus_1> Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D A13 Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D E A <verse_3> Bmin E D A A Dmaj7 E7 D E Fsmin7 Bmin7 A D A13 <chorus_2> Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D A13 Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D <bridge_1> Fmaj7 C Dmin7 C E Fs Bmaj7 Csmin7 Dsmin7 Fadd9 Emin7 Dmin7 C F D E7 D E7 A <verse_4> Bmin E D A A Dmaj7 E7 D E Fsmin7 E7 Bmin7 A D A13 <chorus_3> Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D A13 Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D A13 Gmaj7 <outro_1> Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D A13 Gmaj7 Dmaj7 Bmin7 E9 Amaj7 Gadd13 D D A13 Gmaj7,1986-09-19,soul,159
616623,<intro_1> C Bb F C7 C Bb F C7 C Bb F C7 <verse_1> F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 <chorus_1> C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 <verse_2> F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 <chorus_2> C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb C F <bridge_1> C Bb C F C C Bb C F C C Bb C F C C Bb C F C C Bb C F C C Bb C F C C Bb C F C C Bb C F C Bb C F <verse_3> F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 F7 G7 <chorus_3> C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7 C Bb F C C7,1966-05-23,soul,235
616672,<intro_1> B G Amin G C G Amin G <verse_1> C G Amin G C G Amin G C G Amin G C G Amin G <chorus_1> C G Amin G C G Amin G <verse_2> C G Amin G C G Amin G <chorus_2> C G Amin G C G Amin G <bridge_1> Amin G C Amin G C D E F G C <chorus_3> G Amin G C G Amin G <verse_3> C G Amin G C G Amin G C G Amin G <bridge_2> Amin G C Amin G C D E F G <instrumental_1> C G Amin G C G Amin G D A Bmin A D A Bmin A <verse_4> D A Bmin A D A Bmin A <chorus_4> D A Bmin A D A Bmin A D A Bmin A D A Bmin A D A Bmin A D A Bmin A D A Bmin A D A Bmin A D A Bmin A D A Bmin A D,1985,soul,165
616849,<intro_1> Amin G Amin Dmin Amin <verse_1> Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin7 Bmin7 Cmaj9 D <chorus_1> Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin <verse_2> Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin7 Bmin7 Cmaj9 D <chorus_2> Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin Amin G Amin Dmin Amin,1985,soul,173
616892,<intro_1> G Emin C G Emin G Emin D G Emin G Emin <verse_1> G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G Emin C Emin D <chorus_1> G Emin G Emin C G D G Emin G Emin C Emin C Emin C Emin D <verse_2> G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C Emin D C D Emin D <chorus_2> G Emin G Emin C G D G Emin G Emin C Emin C Emin C Emin D <verse_3> G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G D Emin C Emin D <chorus_3> G Emin G Emin C G D G Emin G Emin C Emin C Emin C Emin D <verse_4> G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G D G Emin G Emin C G D Emin C Emin C D Emin D <chorus_4> G Emin G Emin C G D G Emin G Emin C Emin C Emin C Emin D G Emin G Emin C G C Emin,1973-11,country,231
617014,<intro_1> C Emin G F C Emin G F C Emin G F C Emin G <chorus_1> C Emin G F C Emin G F C Emin G F C Emin G F C Emin G F <verse_1> C G C F G C G C G C E7 Amin D7 G <chorus_2> C Emin G F C Emin G F C Emin G F C Emin G F C Emin G F <verse_2> C G C F G C G C F G C E7 Amin D7 G <chorus_3> C Emin G F C Emin G F C Emin G F C Emin G F C Emin G F <bridge_1> A7 D7 Dmin E G <chorus_4> C Emin G F C Emin G F C Emin G F C Emin G F C Emin G F <solo_1> C G C G C G F C G <chorus_5> C Emin G F C Emin G F C Emin G F C Emin G F C Emin G <chorus_6> C Emin G F C Emin G F C Emin G F C Emin G F C Emin G <outro_1> C Emin G F C Emin G F C,1982-06-28,country,197
